state,date,zhvi,RegionID,SizeRank,RegionType,StateName,mortgage_rate,cpi,unemployment_rate,median_household_income,monthly_rate,loan_amount,monthly_payment,monthly_income,affordability_ratio
Florida,2023-11-30,398801.5586802112,14,2,state,,7.442,308.148,3.7,82690.0,0.006201666666666667,319041.246944169,2616.9270509500693,6890.833333333333,2.633177463174463
Florida,2023-12-31,399644.0517189687,14,2,state,,6.815,308.741,3.8,82690.0,0.0056791666666666666,319715.241375175,2487.143734774483,6890.833333333333,2.770581063324893
Florida,2024-01-31,400358.6332471375,14,2,state,,6.6425,309.698,3.7,83730.0,0.005535416666666667,320286.90659771,2454.898291666522,6977.5,2.842276612308563
Florida,2024-02-29,401095.5369998282,14,2,state,,6.776000000000001,310.967,3.9,83730.0,0.005646666666666667,320876.42959986255,2487.842610756479,6977.5,2.804638834398913
Florida,2024-03-31,401970.6391279799,14,2,state,,6.82,312.345,3.9,83730.0,0.005683333333333333,321576.51130238397,2502.694823771195,6977.5,2.7879947382022103
Florida,2024-04-30,402659.47966420656,14,2,state,,6.9925,313.023,3.9,83730.0,0.005827083333333333,322127.5837313653,2544.160029015502,6977.5,2.7425554683759574
Florida,2024-05-31,402785.5923715116,14,2,state,,7.06,313.175,3.9,83730.0,0.005883333333333333,322228.47389720933,2559.5798053800318,6977.5,2.726033384594555
Florida,2024-06-30,401989.5565292493,14,2,state,,6.9175,313.044,4.1,83730.0,0.005764583333333333,321591.64522339945,2523.758213689941,6977.5,2.7647260193750194
Florida,2024-07-31,400919.535166437,14,2,state,,6.8475,313.569,4.2,83730.0,0.00570625,320735.6281331496,2502.034092439208,6977.5,2.7887309853550817
Florida,2024-08-31,399890.4973339766,14,2,state,,6.5,314.062,4.2,83730.0,0.005416666666666667,319912.39786718134,2421.954467442021,6977.5,2.8809377276895627
Florida,2024-09-30,399023.3796024209,14,2,state,,6.18,314.732,4.1,83730.0,0.005149999999999999,319218.7036819367,2349.9979474172796,6977.5,2.969151529544308
Florida,2024-10-31,398062.4062807001,14,2,state,,6.428,315.631,4.1,83730.0,0.005356666666666667,318449.9250245601,2395.8274145827763,6977.5,2.9123550208707765
Florida,2024-11-30,396845.3043430873,14,2,state,,6.805,316.528,4.2,83730.0,0.005670833333333333,317476.24347446987,2467.6103872896165,6977.5,2.8276343931523056
Florida,2024-12-31,395736.0794603514,14,2,state,,6.715,317.604,4.1,83730.0,0.005595833333333334,316588.8635682811,2441.7653092377127,6977.5,2.8575637362045594
Florida,2025-01-31,394778.8823010079,14,2,state,,6.958,318.961,4.0,83730.0,0.005798333333333333,315823.1058408064,2487.057006797369,6977.5,2.805524755134206
Florida,2025-02-28,393686.0418432883,14,2,state,,6.842499999999999,319.679,4.2,83730.0,0.005702083333333333,314948.83347463066,2455.8408322538216,6977.5,2.8411857594193
Florida,2025-03-31,391968.155021129,14,2,state,,6.65,319.785,4.2,83730.0,0.005541666666666667,313574.5240169032,2405.006446895547,6977.5,2.9012396241210756
Florida,2025-04-30,389777.9326329851,14,2,state,,6.725,320.302,4.2,83730.0,0.005604166666666666,311822.3461063881,2407.072572767909,6977.5,2.8987493268541233
Florida,2025-05-31,387287.426344689,14,2,state,,6.816,320.62,4.3,83730.0,0.00568,309829.9410757512,2410.450059914515,6977.5,2.89468764196154
Florida,2025-06-30,384663.8414206116,14,2,state,,6.8175,321.435,4.1,83730.0,0.00568125,307731.0731364893,2394.4287391798916,6977.5,2.9140562363905813
Florida,2025-07-31,381871.6313352894,14,2,state,,6.720000000000001,322.169,4.3,83730.0,0.005600000000000001,305497.30506823154,2357.2330494755665,6977.5,2.960038253982712
Florida,2025-08-31,379374.056928037,14,2,state,,6.5875,323.291,4.3,83730.0,0.005489583333333333,303499.2455424296,2315.1936471571303,6977.5,3.0137867770014846
Florida,2025-09-30,377586.98728809087,14,2,state,,6.3525,324.245,4.4,83730.0,0.00529375,302069.5898304727,2257.66522323846,6977.5,3.0905822210395186
Florida,2025-10-31,376429.6047824078,14,2,state,,6.254,324.245,4.4,83730.0,0.0052116666666666665,301143.6838259263,2231.4065694040974,6977.5,3.126951446532381
Florida,2025-11-30,375741.8921611621,14,2,state,,6.2375,325.063,4.5,83730.0,0.005197916666666667,300593.5137289297,2224.1047922625826,6977.5,3.1372172859273357
Florida,2025-12-31,375386.6482832232,14,2,state,,6.19,326.031,4.4,83730.0,0.005158333333333333,300309.3186265786,2212.7397827418486,6977.5,3.1533305698305134
Florida,2026-01-31,375381.7590573051,14,2,state,,6.1025,326.588,4.3,83730.0,0.005085416666666667,300305.4072458441,2195.701834787431,6977.5,3.1777994122209683
Florida,2026-02-28,375565.2656046632,14,2,state,,6.0475,327.46,4.4,83730.0,0.005039583333333333,300452.2124837306,2186.113724500454,6977.5,3.1917369722357054
Florida,2026-03-31,375661.5452634734,14,2,state,,6.1775,330.293,4.3,83730.0,0.005147916666666667,300529.23621077876,2211.9243017302624,6977.5,3.154493123721232
Georgia,2000-01-31,127130.85138666556,16,7,state,,8.21,169.3,4.0,71790.0,0.006841666666666667,101704.68110933245,888.3460663473134,5982.5,6.734425047435336
Georgia,2000-02-29,127419.54356585274,16,7,state,,8.325,170.0,4.1,71790.0,0.006937499999999999,101935.6348526822,898.6091837899775,5982.5,6.6575104148926965
Georgia,2000-03-31,127752.64612745396,16,7,state,,8.24,171.0,4.0,71790.0,0.006866666666666667,102202.11690196318,894.8446460118516,5982.5,6.685518013280672
Georgia,2000-04-30,128453.97323315233,16,7,state,,8.1525,170.9,3.8,71790.0,0.00679375,102763.17858652187,893.4470348300808,5982.5,6.695976109135305
Georgia,2000-05-31,129227.5090963487,16,7,state,,8.515,171.2,4.0,71790.0,0.007095833333333333,103382.00727707897,925.2449777576284,5982.5,6.465855145195006
Georgia,2000-06-30,130047.1967482167,16,7,state,,8.288,172.2,4.0,71790.0,0.006906666666666668,104037.75739857336,914.4291673429642,5982.5,6.542332871318194
Georgia,2000-07-31,130875.46919278023,16,7,state,,8.1475,172.7,4.0,71790.0,0.006789583333333334,104700.37535422419,909.9226692752961,5982.5,6.574734537347812
Georgia,2000-08-31,131751.00529519728,16,7,state,,8.0275,172.7,4.1,71790.0,0.006689583333333333,105400.80423615783,907.1663375539695,5982.5,6.594711192801603
Georgia,2000-09-30,132645.85257932698,16,7,state,,7.912000000000001,173.6,3.9,71790.0,0.006593333333333334,106116.68206346159,904.7924613786176,5982.5,6.6120135338932435
Georgia,2000-10-31,133575.8980592486,16,7,state,,7.795,173.9,3.9,71790.0,0.0064958333333333335,106860.71844739889,902.4648393481781,5982.5,6.629067127225667
Georgia,2000-11-30,134497.46523752864,16,7,state,,7.745,174.2,3.9,71790.0,0.006454166666666667,107597.97219002292,904.9707779640987,5982.5,6.610710694392536
Georgia,2000-12-31,135472.84371903355,16,7,state,,7.382,174.6,3.9,71790.0,0.006151666666666666,108378.27497522684,884.5317700704485,5982.5,6.763465375046421
Georgia,2001-01-31,136419.67612219774,16,7,state,,7.0325,175.6,4.2,70610.0,0.0058604166666666666,109135.7408977582,864.8861373927825,5884.166666666667,6.8034003694458685
Georgia,2001-02-28,137234.48428904908,16,7,state,,7.05,176.0,4.2,70610.0,0.005874999999999999,109787.58743123927,871.3444035928902,5884.166666666667,6.752974647457389
Georgia,2001-03-31,137930.33275002203,16,7,state,,6.952,176.1,4.3,70610.0,0.0057933333333333335,110344.26620001764,868.4998124337093,5884.166666666667,6.775092616517742
Georgia,2001-04-30,138571.76163592012,16,7,state,,7.0775,176.4,4.4,70610.0,0.005897916666666666,110857.4093087361,881.8878556511991,5884.166666666667,6.6722391389795375
Georgia,2001-05-31,139280.33981561646,16,7,state,,7.145,177.3,4.3,70610.0,0.005954166666666667,111424.27185249317,891.4710311325006,5884.166666666667,6.600513601873952
Georgia,2001-06-30,139987.8657824079,16,7,state,,7.159999999999999,177.7,4.5,70610.0,0.005966666666666666,111990.29262592632,897.1346533106006,5884.166666666667,6.558844477752534
Georgia,2001-07-31,140693.53436574756,16,7,state,,7.1275,177.4,4.6,70610.0,0.005939583333333334,112554.82749259805,899.1861903587748,5884.166666666667,6.543880154919737
Georgia,2001-08-31,141410.15366838465,16,7,state,,6.95,177.4,4.9,70610.0,0.005791666666666667,113128.12293470773,890.259394961166,5884.166666666667,6.6094968499864475
Georgia,2001-09-30,142124.23342714048,16,7,state,,6.8175,178.1,5.0,70610.0,0.00568125,113699.3867417124,884.6850481060626,5884.166666666667,6.651142888945071
Georgia,2001-10-31,142830.2123856491,16,7,state,,6.6175,177.6,5.3,70610.0,0.005514583333333333,114264.16990851928,873.909662262131,5884.166666666667,6.733152087408435
Georgia,2001-11-30,143470.01493595543,16,7,state,,6.658,177.5,5.5,70610.0,0.005548333333333333,114776.01194876435,880.8995745923647,5884.166666666667,6.679724722752373
Georgia,2001-12-31,144066.36092803394,16,7,state,,7.065,177.4,5.7,70610.0,0.0058875,115253.08874242716,915.885851003587,5884.166666666667,6.424563345114523
Georgia,2002-01-31,144573.88481045986,16,7,state,,6.9975,177.7,5.7,70040.0,0.00583125,115659.10784836789,913.8626343581129,5836.666666666667,6.386809622396124
Georgia,2002-02-28,145062.73558594522,16,7,state,,6.8925,178.0,5.7,70040.0,0.00574375,116050.18846875618,908.7873510129853,5836.666666666667,6.422477887880802
Georgia,2002-03-31,145507.02664441406,16,7,state,,7.014,178.5,5.7,70040.0,0.005845,116405.62131553126,921.0513255008233,5836.666666666667,6.336961366938992
Georgia,2002-04-30,145981.3146985751,16,7,state,,6.985,179.3,5.9,70040.0,0.005820833333333334,116785.05175886008,921.779047629019,5836.666666666667,6.331958490138846
Georgia,2002-05-31,146465.1381353765,16,7,state,,6.806,179.5,5.8,70040.0,0.005671666666666666,117172.11050830121,910.8079977165153,5836.666666666667,6.408229485577379
Georgia,2002-06-30,146960.70084764584,16,7,state,,6.65,179.6,5.8,70040.0,0.005541666666666667,117568.56067811669,901.7095609714108,5836.666666666667,6.4728898520038225
Georgia,2002-07-31,147428.31356702748,16,7,state,,6.485,180.0,5.8,70040.0,0.005404166666666667,117942.65085362199,891.7430004602934,5836.666666666667,6.545234068172039
Georgia,2002-08-31,147878.33308775604,16,7,state,,6.29,180.5,5.7,70040.0,0.005241666666666666,118302.66647020483,879.3686631002847,5836.666666666667,6.637337571353783
Georgia,2002-09-30,148338.9759700024,16,7,state,,6.0925,180.8,5.7,70040.0,0.005077083333333334,118671.18077600191,866.9053457399248,5836.666666666667,6.732761189383289
Georgia,2002-10-31,148823.1142713308,16,7,state,,6.1125,181.2,5.7,70040.0,0.00509375,119058.49141706464,871.272932151917,5836.666666666667,6.699010667358794
Georgia,2002-11-30,149263.82346814836,16,7,state,,6.068,181.5,5.9,70040.0,0.005056666666666667,119411.0587745187,870.4222555104261,5836.666666666667,6.7055577103138
Georgia,2002-12-31,149635.3908856318,16,7,state,,6.0475,181.8,6.0,70040.0,0.005039583333333333,119708.31270850543,871.0070170078264,5836.666666666667,6.701055849948705
Georgia,2003-01-31,149950.66316296495,16,7,state,,5.916,182.6,5.8,70080.0,0.00493,119960.53053037197,862.7089963749243,5840.0,6.769374174303843
Georgia,2003-02-28,150240.04903229777,16,7,state,,5.8425,183.6,5.9,70080.0,0.004868750000000001,120192.03922583822,858.7267591594368,5840.0,6.800766294643565
Georgia,2003-03-31,150555.5853903069,16,7,state,,5.745,183.9,5.9,70080.0,0.0047875,120444.46831224552,853.0542870801096,5840.0,6.845988688468511
Georgia,2003-04-30,150871.7936578088,16,7,state,,5.8125,183.2,6.0,70080.0,0.00484375,120697.43492624705,860.0287160551247,5840.0,6.790470935421274
Georgia,2003-05-31,151185.48176919922,16,7,state,,5.484,182.9,6.1,70080.0,0.00457,120948.38541535939,836.7034473041242,5840.0,6.979772844030464
Georgia,2003-06-30,151482.949267031,16,7,state,,5.23,183.1,6.3,70080.0,0.004358333333333334,121186.35941362481,819.1780968226324,5840.0,7.129096862638004
Georgia,2003-07-31,151780.81594173494,16,7,state,,5.6325,183.7,6.2,70080.0,0.00469375,121424.65275338796,851.3446848242713,5840.0,6.859736255011039
Georgia,2003-08-31,152147.2718203185,16,7,state,,6.264,184.5,6.1,70080.0,0.00522,121717.81745625481,902.6934451138245,5840.0,6.469527425518869
Georgia,2003-09-30,152542.33713501578,16,7,state,,6.1475,185.1,6.1,70080.0,0.005122916666666667,122033.86970801263,895.8095287898327,5840.0,6.519243000115632
Georgia,2003-10-31,152940.90442308362,16,7,state,,5.952,184.9,6.0,70080.0,0.00496,122352.7235384669,882.7357510619661,5840.0,6.615796395437988
Georgia,2003-11-30,153294.04932345307,16,7,state,,5.9325,185.0,5.8,70080.0,0.00494375,122635.23945876246,883.2407334168022,5840.0,6.612013892756119
Georgia,2003-12-31,153659.6589487165,16,7,state,,5.876,185.5,5.7,70080.0,0.004896666666666667,122927.72715897321,880.9021533124336,5840.0,6.62956717501484
Georgia,2004-01-31,153975.89417696683,16,7,state,,5.7125,186.3,5.7,69970.0,0.004760416666666667,123180.71534157346,869.893349968299,5830.833333333333,6.702928966574836
Georgia,2004-02-29,154293.0202022141,16,7,state,,5.635,186.7,5.6,69970.0,0.004695833333333333,123434.41616177128,865.6306535501881,5830.833333333333,6.7359367524930995
Georgia,2004-03-31,154600.22845172224,16,7,state,,5.445,187.1,5.8,69970.0,0.004537500000000001,123680.1827613778,852.5807260087655,5830.833333333333,6.839039583535443
Georgia,2004-04-30,155013.94910178994,16,7,state,,5.83,187.4,5.6,69970.0,0.004858333333333333,124011.15928143196,885.0240569112979,5830.833333333333,6.588333150719916
Georgia,2004-05-31,155473.13654787527,16,7,state,,6.27,188.2,5.6,69970.0,0.005225,124378.50923830022,922.9116161146841,5830.833333333333,6.317867530891251
Georgia,2004-06-30,155935.39613233582,16,7,state,,6.2875,188.9,5.6,69970.0,0.005239583333333333,124748.31690586866,927.0773511560496,5830.833333333333,6.289478786276446
Georgia,2004-07-31,156381.1622110261,16,7,state,,6.056,189.1,5.5,69970.0,0.005046666666666667,125104.92976882088,910.9585582978509,5830.833333333333,6.400766840841138
Georgia,2004-08-31,156892.0684763159,16,7,state,,5.8675,189.2,5.4,69970.0,0.0048895833333333335,125513.65478105273,898.7512103674508,5830.833333333333,6.487705681029816
Georgia,2004-09-30,157449.9316405947,16,7,state,,5.754,189.8,5.4,69970.0,0.004795,125959.94531247577,892.8380841511893,5830.833333333333,6.530672735445238
Georgia,2004-10-31,158047.55870336186,16,7,state,,5.7225,190.8,5.5,69970.0,0.0047687499999999996,126438.04696268949,893.6983284428824,5830.833333333333,6.524386527042711
Georgia,2004-11-30,158572.01810319978,16,7,state,,5.73,191.7,5.4,69970.0,0.004775000000000001,126857.61448255983,897.2676526077457,5830.833333333333,6.498432565118193
Georgia,2004-12-31,159031.4365757208,16,7,state,,5.752,191.7,5.4,69970.0,0.004793333333333333,127225.14926057665,901.6445248086713,5830.833333333333,6.4668870856512255
Georgia,2005-01-31,159384.49297812142,16,7,state,,5.71,191.6,5.3,71060.0,0.004758333333333333,127507.59438249713,900.2473403363367,5921.666666666667,6.577821895540734
Georgia,2005-02-28,159713.6838994405,16,7,state,,5.6275,192.4,5.4,71060.0,0.004689583333333334,127770.94711955241,895.437010478799,5921.666666666667,6.613158265035631
Georgia,2005-03-31,160052.4074696613,16,7,state,,5.928,193.1,5.2,71060.0,0.00494,128041.92597572904,921.8114251406487,5921.666666666667,6.423945836604431
Georgia,2005-04-30,160528.57532371403,16,7,state,,5.855,193.7,5.2,71060.0,0.004879166666666667,128422.86025897122,918.5575385685894,5921.666666666667,6.4467019408436235
Georgia,2005-05-31,161118.78151204233,16,7,state,,5.72,193.6,5.1,71060.0,0.0047666666666666664,128895.02520963387,910.8604978393963,5921.666666666667,6.501178479814568
Georgia,2005-06-30,161792.3443745368,16,7,state,,5.582,193.7,5.0,71060.0,0.004651666666666667,129433.87549962944,903.3765546891522,5921.666666666667,6.555036917804764
Georgia,2005-07-31,162424.6844062398,16,7,state,,5.695,194.9,5.0,71060.0,0.004745833333333334,129939.74752499185,916.1838659876,5921.666666666667,6.4634042210330875
Georgia,2005-08-31,163037.04517637895,16,7,state,,5.82,196.1,4.9,71060.0,0.00485,130429.63614110317,929.9988776627566,5921.666666666667,6.3673911968031724
Georgia,2005-09-30,163648.71723301717,16,7,state,,5.774,198.8,5.0,71060.0,0.004811666666666666,130918.97378641374,929.6535099227644,5921.666666666667,6.369756692639862
Georgia,2005-10-31,164260.7051174821,16,7,state,,6.065,199.1,5.0,71060.0,0.005054166666666667,131408.56409398568,957.6213477975709,5921.666666666667,6.183724579956245
Georgia,2005-11-30,164856.302794746,16,7,state,,6.33,198.1,5.0,71060.0,0.005274999999999999,131885.0422357968,983.7696502090829,5921.666666666667,6.019363034230748
Georgia,2005-12-31,165415.76807480134,16,7,state,,6.272,198.1,4.9,71060.0,0.005226666666666667,132332.61445984108,982.1048499004828,5921.666666666667,6.029566667211462
Georgia,2006-01-31,165961.12785073867,16,7,state,,6.145,199.3,4.7,71850.0,0.005120833333333333,132768.90228059093,974.396930468383,5987.5,6.144826418040816
Georgia,2006-02-28,166511.11571533358,16,7,state,,6.2525,199.4,4.8,71850.0,0.005210416666666666,133208.89257226686,986.9177838777075,5987.5,6.06686807940015
Georgia,2006-03-31,167034.3615748489,16,7,state,,6.324,199.7,4.7,71850.0,0.00527,133627.48925987913,996.2438139628721,5987.5,6.010074959645513
Georgia,2006-04-30,167565.7204820635,16,7,state,,6.5075,200.7,4.7,71850.0,0.005422916666666667,134052.5763856508,1015.5304968460708,5987.5,5.8959332276040515
Georgia,2006-05-31,168072.1258913847,16,7,state,,6.5975,201.3,4.6,71850.0,0.0054979166666666674,134457.70071310777,1026.5760756487923,5987.5,5.832495167214882
Georgia,2006-06-30,168622.05587662457,16,7,state,,6.682,201.8,4.6,71850.0,0.005568333333333334,134897.64470129967,1037.4768087843881,5987.5,5.7712133411594575
Georgia,2006-07-31,169201.3482570631,16,7,state,,6.7625,202.9,4.7,71850.0,0.005635416666666667,135361.0786056505,1048.2757415534397,5987.5,5.711760525076278
Georgia,2006-08-31,169800.3005371578,16,7,state,,6.523999999999999,203.8,4.7,71850.0,0.005436666666666666,135840.24042972625,1030.5481946128264,5987.5,5.8100145449767
Georgia,2006-09-30,170335.78334502794,16,7,state,,6.4025,202.8,4.5,71850.0,0.005335416666666666,136268.62667602237,1022.9271684943147,5987.5,5.853300395582638
Georgia,2006-10-31,170808.16950521246,16,7,state,,6.3575,201.9,4.4,71850.0,0.005297916666666666,136646.53560416997,1021.7413637826756,5987.5,5.86009357381125
Georgia,2006-11-30,171158.21653283524,16,7,state,,6.24,202.0,4.5,71850.0,0.005200000000000001,136926.5732262682,1013.3483351566051,5987.5,5.908629631364301
Georgia,2006-12-31,171541.55600074373,16,7,state,,6.135,203.1,4.4,71850.0,0.0051125,137233.24480059498,1006.2728732321957,5987.5,5.950175304604872
Georgia,2007-01-31,171893.90996704772,16,7,state,,6.2175,203.437,4.6,73010.0,0.00518125,137515.12797363818,1015.6936317993841,6084.166666666667,5.990159312004418
Georgia,2007-02-28,172280.29626266536,16,7,state,,6.285,204.226,4.5,73010.0,0.0052375,137824.2370101323,1024.0276606393145,6084.166666666667,5.941408519051369
Georgia,2007-03-31,172650.89977698508,16,7,state,,6.156000000000001,205.288,4.4,73010.0,0.00513,138120.71982158808,1014.657826122688,6084.166666666667,5.996274320295831
Georgia,2007-04-30,173041.0540665939,16,7,state,,6.18,205.904,4.5,73010.0,0.005149999999999999,138432.84325327512,1019.1034978466486,6084.166666666667,5.97011655785936
Georgia,2007-05-31,173374.532501756,16,7,state,,6.2620000000000005,206.755,4.4,73010.0,0.005218333333333334,138699.6260014048,1028.4547745578495,6084.166666666667,5.9158329730953465
Georgia,2007-06-30,173600.07172701962,16,7,state,,6.657500000000001,207.234,4.6,73010.0,0.005547916666666667,138880.0573816157,1065.850817904683,6084.166666666667,5.708272268934697
Georgia,2007-07-31,173706.6268205424,16,7,state,,6.695,207.603,4.7,73010.0,0.005579166666666667,138965.30145643392,1069.9582680336162,6084.166666666667,5.686358850096305
Georgia,2007-08-31,173745.7669846582,16,7,state,,6.572,207.667,4.6,73010.0,0.005476666666666667,138996.61358772658,1058.8908285969976,6084.166666666667,5.745792202892178
Georgia,2007-09-30,173631.1738423936,16,7,state,,6.3825,208.547,4.7,73010.0,0.0053187500000000006,138904.93907391487,1040.898761791133,6084.166666666667,5.84510894815294
Georgia,2007-10-31,173406.95967707536,16,7,state,,6.375,209.19,4.7,73010.0,0.0053125,138725.56774166028,1038.8740187971216,6084.166666666667,5.856500939075679
Georgia,2007-11-30,172992.27704659363,16,7,state,,6.208,210.834,4.7,73010.0,0.005173333333333334,138393.8216372749,1021.330068367921,6084.166666666667,5.957101288899804
Georgia,2007-12-31,172564.8954801015,16,7,state,,6.095,211.445,5.0,73010.0,0.005079166666666667,138051.9163840812,1008.7065039251237,6084.166666666667,6.031652064293912
Georgia,2008-01-31,171921.79399178465,16,7,state,,5.758,212.174,5.0,70520.0,0.004798333333333333,137537.43519342772,975.2520484857413,5876.666666666667,6.025792692044355
Georgia,2008-02-29,171198.75381559043,16,7,state,,5.9175,212.687,4.9,70520.0,0.004931250000000001,136959.00305247234,985.0868920275377,5876.666666666667,5.9656327926271775
Georgia,2008-03-31,170321.59548115812,16,7,state,,5.97,213.448,5.1,70520.0,0.004974999999999999,136257.2763849265,984.6265955672307,5876.666666666667,5.96842162615077
Georgia,2008-04-30,169567.20550863168,16,7,state,,5.9175,213.942,5.0,70520.0,0.004931250000000001,135653.76440690536,975.6988747956717,5876.666666666667,6.023033149338563
Georgia,2008-05-31,168844.43916794073,16,7,state,,6.036,215.208,5.4,70520.0,0.00503,135075.55133435258,981.8195958689693,5876.666666666667,5.985485206643757
Georgia,2008-06-30,168085.211004682,16,7,state,,6.32,217.463,5.6,70520.0,0.005266666666666667,134468.16880374562,1002.1604403971412,5876.666666666667,5.863997848825315
Georgia,2008-07-31,167177.93890996324,16,7,state,,6.425999999999999,219.016,5.8,70520.0,0.0053549999999999995,133742.35112797059,1006.0223796522772,5876.666666666667,5.8414870141337065
Georgia,2008-08-31,166129.9050380923,16,7,state,,6.4775,218.69,6.1,70520.0,0.005397916666666666,132903.92403047386,1004.2074784303209,5876.666666666667,5.852044316431997
Georgia,2008-09-30,165013.76076742032,16,7,state,,6.0375,218.877,6.1,70520.0,0.00503125,132011.00861393625,959.6719746618922,5876.666666666667,6.123620176297334
Georgia,2008-10-31,163771.89618502176,16,7,state,,6.2,216.995,6.5,70520.0,0.005166666666666667,131017.51694801741,966.2135424858691,5876.666666666667,6.082161352807383
Georgia,2008-11-30,162223.56780122002,16,7,state,,6.0875,213.153,6.8,70520.0,0.005072916666666667,129778.85424097603,947.6291137376381,5876.666666666667,6.20144166264365
Georgia,2008-12-31,160356.2418107515,16,7,state,,5.286,211.398,7.3,70520.0,0.004405,128284.9934486012,871.6138752450289,5876.666666666667,6.7422821430127104
Georgia,2009-01-31,158456.11022822393,16,7,state,,5.047499999999999,211.933,7.8,70070.0,0.004206249999999999,126764.88818257915,842.6421706422194,5839.166666666667,6.929592263601463
Georgia,2009-02-28,156752.42778488703,16,7,state,,5.13,212.705,8.3,70070.0,0.004275,125401.94222790963,839.9355106594467,5839.166666666667,6.951922609013453
Georgia,2009-03-31,155220.37357313445,16,7,state,,5.0025,212.495,8.7,70070.0,0.004168750000000001,124176.29885850757,822.0153375824779,5839.166666666667,7.103476540765625
Georgia,2009-04-30,153591.9392075406,16,7,state,,4.8100000000000005,212.709,9.0,70070.0,0.004008333333333333,122873.55136603248,799.0098101417179,5839.166666666667,7.308003722295965
Georgia,2009-05-31,151893.0017326467,16,7,state,,4.8575,213.022,9.4,70070.0,0.004047916666666667,121514.40138611736,793.667090801661,5839.166666666667,7.357198924260155
Georgia,2009-06-30,150265.51174233135,16,7,state,,5.42,214.79,9.5,70070.0,0.004516666666666666,120212.40939386509,826.7967623583968,5839.166666666667,7.062396628175869
Georgia,2009-07-31,148890.2192349451,16,7,state,,5.222,214.726,9.5,70070.0,0.004351666666666667,119112.17538795609,804.5678668193989,5839.166666666667,7.25751910743085
Georgia,2009-08-31,147717.2357532781,16,7,state,,5.1925,215.445,9.6,70070.0,0.004327083333333333,118173.78860262249,796.0749631036226,5839.166666666667,7.334945749206536
Georgia,2009-09-30,146613.13423378888,16,7,state,,5.0575,215.861,9.8,70070.0,0.004214583333333333,117290.5073870311,780.3821462661108,5839.166666666667,7.48244522841186
Georgia,2009-10-31,145519.6128023273,16,7,state,,4.952,216.509,10.0,70070.0,0.0041266666666666665,116415.69024186184,767.0535564899006,5839.166666666667,7.6124628029718915
Georgia,2009-11-30,144547.71712433954,16,7,state,,4.875,217.234,9.9,70070.0,0.0040625,115638.17369947163,756.5144422511157,5839.166666666667,7.718513144694767
Georgia,2009-12-31,143772.9015406332,16,7,state,,4.93,217.347,9.9,70070.0,0.004108333333333333,115018.32123250657,756.3049071418832,5839.166666666667,7.720651567280174
Georgia,2010-01-31,143051.78679021742,16,7,state,,5.03,217.488,9.8,68420.0,0.004191666666666667,114441.42943217394,759.4980884252243,5701.666666666667,7.5071507796533705
Georgia,2010-02-28,142431.14619420425,16,7,state,,4.99,217.281,9.8,68420.0,0.004158333333333333,113944.91695536341,753.4159053476887,5701.666666666667,7.5677545777792465
Georgia,2010-03-31,141932.70228643136,16,7,state,,4.9675,217.353,9.9,68420.0,0.004139583333333334,113546.1618291451,749.2197227579463,5701.666666666667,7.610139580520265
Georgia,2010-04-30,141708.16641230838,16,7,state,,5.098000000000001,217.403,9.9,68420.0,0.004248333333333334,113366.5331298467,757.0921884647455,5701.666666666667,7.531007126395901
Georgia,2010-05-31,141520.51474805558,16,7,state,,4.8875,217.29,9.6,68420.0,0.0040729166666666665,113216.41179844446,741.5303735658284,5701.666666666667,7.689053435867801
Georgia,2010-06-30,141215.28672234833,16,7,state,,4.7375,217.199,9.4,68420.0,0.003947916666666666,112972.22937787867,729.681028978697,5701.666666666667,7.813916547408453
Georgia,2010-07-31,140471.1320319842,16,7,state,,4.564,217.605,9.4,68420.0,0.0038033333333333335,112376.90562558736,714.1497645262758,5701.666666666667,7.983852897366439
Georgia,2010-08-31,139402.0681335985,16,7,state,,4.4275,217.923,9.5,68420.0,0.0036895833333333333,111521.65450687881,699.6719715304039,5701.666666666667,8.149056841873083
Georgia,2010-09-30,137976.7773255076,16,7,state,,4.346,218.275,9.5,68420.0,0.0036216666666666667,110381.42186040609,687.2085076317378,5701.666666666667,8.296851106101387
Georgia,2010-10-31,136607.12917851435,16,7,state,,4.225,219.035,9.4,68420.0,0.003520833333333333,109285.7033428115,672.6288340857678,5701.666666666667,8.476690825210207
Georgia,2010-11-30,135200.35654366296,16,7,state,,4.3,219.59,9.8,68420.0,0.003583333333333333,108160.28523493037,670.4547195839823,5701.666666666667,8.5041785822681
Georgia,2010-12-31,133909.6327841453,16,7,state,,4.714,220.472,9.3,68420.0,0.003928333333333333,107127.70622731624,690.4162330547721,5701.666666666667,8.258303315725113
Georgia,2011-01-31,132627.3955786538,16,7,state,,4.755,221.187,9.1,67410.0,0.0039625,106101.91646292305,686.4250294813239,5617.5,8.183705078826586
Georgia,2011-02-28,131555.78423438416,16,7,state,,4.9525,221.898,9.0,67410.0,0.004127083333333333,105244.62738750734,693.4804046987178,5617.5,8.100445177597368
Georgia,2011-03-31,130472.4693008809,16,7,state,,4.836,223.046,9.0,67410.0,0.00403,104377.97544070473,680.3811159948638,5617.5,8.256401989914146
Georgia,2011-04-30,129235.54877292176,16,7,state,,4.84,224.093,9.1,67410.0,0.004033333333333333,103388.4390183374,674.181389850655,5617.5,8.332327300289899
